AC_POWER
0.0
0.0
0.0
0.0
886.7933333333333
113.5285714
15.11428571428571
0.0
865.8133333333334
1016.4066666666668
0.0
0.0
766.9571428571429
0.0
0.0
735.9133333333333
411.7125
0.0
159.04666666666665
67.52
0.0
0.0
113.1714286
579.3571429
0.0
561.2466666666666
0.0
0.0
0.0
0.0
795.2625
782.1857143
661.8133333333334
1263.171429
0.0
0.0
1150.6214285714286
0.0
1226.893333333333
410.3142857
0.0
0.0
933.1857143
0.0
0.0
207.23333333333332
0.0
1297.7625
0.0
0.0
220.56666666666663
0.0
0.0
221.80666666666664
0.0
681.7933333333333
0.0
359.3428571
0.0
0.0
85.00666666666667
101.8285714
0.0
1192.6
504.2285714285714
11.993333333333334
1234.52
983.4
300.8866666666667
1152.8866666666668
0.0
0.0
0.0
0.0
415.0214285714285
266.65384615384613
0.0
116.5714286
0.0
0.0
0.0
0.0
0.0
853.8
994.325
606.7
0.0
693.8
469.1571429
0.0
0.0
33.05
429.83333333333337
310.6133333333333
0.0
0.0
0.0
0.0
1188.2866666666669
836.8285714
57.12
1114.3933333333334
330.1933333333334
0.0
166.07333333333332
0.0
0.0
525.9142857
0.0
205.4
0.0
0.0
0.0
0.0
173.9428571
820.3857143
1220.4466666666667
0.0
208.4642857142857
0.0
182.5857143
598.8
178.45333333333335
100.68571428571428
296.1
184.5375
49.66
0.0
0.0
918.4
182.32
0.0
0.0
121.5875
0.0
0.0
0.0
0.0
0.0
639.1714286
275.48
424.9133333333333
1027.3333333333333
0.0
919.4125
0.0
20.8375
420.9933333333333
0.0
0.0
0.0
635.7625
42.8875
0.0
0.0
0.0
1152.585714
3.275
0.0
180.86666666666667
0.0
10.12857143
268.9285714
0.0
0.0
0.0
0.0
469.1499999999999
0.0
622.6285714
0.0
610.8142857
533.0
0.0
364.4357142857143
0.0
1126.9533333333336
761.0428571428571
0.0
0.0
0.0
529.3428571428572
0.0
988.2714286
158.27333333333328
0.0
356.2285714285714
0.0
0.0
0.0
0.0
111.40666666666668
0.0
152.59285714285716
170.0714286
1173.4
858.7875
220.04
0.0
897.6
7.153333333333332
0.0
0.0
124.22142857142858
0.0
377.3125
828.4875
831.875
844.5000000000001
0.0
736.28
0.0
497.575
398.06
217.2
0.0
0.0
0.0
390.6571429
327.5199999999999
0.0
0.0
0.0
3.7933333333333334
405.6733333333333
373.8
166.06428571428572
0.0
1051.414286
0.0
0.0
947.75
0.0
199.8714286
1097.1875
0.0
0.0
0.0
0.0
123.03333333333332
0.0
0.0
0.0
0.0
0.0
0.0
936.5142857
0.0
139.4375
963.6857143
1166.0933333333337
0.0
966.4571428571427
0.0
71.66
0.0
1278.5625
0.0
114.79333333333332
